,getIVP,getHRP,getMV,getMVR,getOneOverN
0,2.7325788952012626,2.775974218201137,2.61180470377495,3.1183675307933236,2.8268878041056444
1,2.162959108650357,2.8432474969266046,3.7977769866713307,3.1244750693953787,1.5245663589290315
2,2.049819268906122,2.8073366089795164,3.632928564509638,3.095381220018558,1.565869578803096
3,2.3307258244763402,2.7597734845093194,3.486960549133747,2.598611771738534,1.4689663599858198
4,2.3963538172509176,3.39055319153639,4.519014909442062,3.5879600544488275,1.1705030948847708
5,1.3445537195372024,1.967941464718375,3.0418904763505115,2.2465320769584554,0.7582539689959762
6,2.0460809111498657,2.814520186513473,3.908057986535604,2.8839296469468976,1.2642576223781798
7,0.7830677918228192,1.2197117615009618,1.4669259867464886,1.6173516969859012,0.560432767981018
8,3.7357686308972826,4.780142134031686,5.263865401200885,4.535093815420979,3.2801007617109397
9,1.875631799332213,2.0702409550440506,3.2064296405937256,2.998762617364082,1.9085440341413216
10,1.4363990449652133,1.7965962504778037,2.4527399813413195,1.9373978830176746,1.2761586691174631
11,1.6959704052552216,1.8881073092363794,2.2220751494177584,1.785245656212254,1.3535956586839484
12,0.6496810701215529,0.7468481302944875,0.22285636400543013,0.668369923614698,0.7013558536201537
13,1.7998919588921762,2.574402000452131,4.027193469580764,2.5281347276980437,1.2023676706848532
14,2.0879576113528318,2.791199760429323,3.9612577476651385,3.0829094453055648,1.2244304470607874
15,2.1216531160305117,2.400496334709889,2.566303159171213,2.5483565246572097,1.6336578293686852
16,1.2628864389110481,1.4821986921122925,1.7818131675497877,1.5492203867066872,0.9710422076466552
17,1.0853007106495984,1.3659663636645907,2.1304600245980825,1.577137455079383,0.7978607690806303
18,2.480358853054669,3.0816471120438242,4.223291297351538,3.384312283485056,1.4920336486764465
19,1.9491885186063607,2.5025257181871425,3.4982017771657126,2.8099619772402966,0.942973665190967
20,2.1129987417939122,2.681465696644447,3.8459923033880985,3.07106600445081,1.1364056678597962
21,3.3649439034422994,4.099464377011186,5.610456001986705,4.289289535995904,2.804239440089405
22,1.1896034067574075,1.1297370773236182,2.3496981423285725,2.052070774009528,1.1887538171113774
23,1.5177137348390732,1.7555948762573812,2.3007922535468865,1.728191361472052,1.0374005594923041
24,2.2398644739190967,2.8388917900562083,3.4679033427567934,2.772328677147406,2.2604540918218072
25,2.083912172391507,3.0201069295542067,3.3683588152299766,3.0918503363113428,1.478514840995885
26,1.7785781112553005,1.7802337137789772,1.7539791270006413,2.017766951795712,1.8187955837749863
27,0.9856648453663159,1.3244801247582354,0.7346588086776384,1.0949819777373406,0.5844362726668224
28,1.132281195176488,1.603602558141937,2.4437145723477647,1.5686089231643796,0.36794789064268185
29,0.9665979976119904,1.1931284564129663,2.5650515914358647,1.3666231898774863,0.2553185919540793
30,1.8024609451591844,2.5270046546165257,3.741403004438415,2.5827742198738823,1.2983538115377813
31,0.7713631899181721,1.7569653216583612,2.5126108075873095,1.825232109502349,-0.1711585402724876
32,1.0451553430598388,1.4026893779798255,2.99452618268411,1.7226115889267992,0.6631625813235377
33,1.3224632210139358,1.5969623904193155,2.6113400850957555,2.0358778129227906,0.9644020358283381
34,2.1964013037830643,2.6307284077469295,3.221790110711591,2.4248949354630382,1.4233951404041003
35,1.7542300206359691,1.6742333973364558,2.029048441276637,1.9296889318690047,1.717094708253856
36,1.1055809813951396,1.0928226729684702,2.4749390277650405,1.636374541851264,0.2558328060838631
37,2.616097358873078,3.4447359108173172,4.217138275437188,3.373269409390247,2.2857972393616777
38,1.5889854342893543,1.7375114298489058,2.661551638273003,2.2043845262697483,1.216130493229991
39,2.191561793243103,2.523910542332853,3.178599036150778,2.4903033057223585,1.3940002037593944
40,2.0166318288014327,2.870561095613065,4.253768610229919,3.123096387436602,1.2230768402588938
41,1.544284518816785,1.7831918828637008,1.5793617550631387,2.0781827798748416,0.8082772919793615
42,0.6056870010192591,0.8220805527861859,0.9141480912229016,0.9030864293398775,0.2956559688862884
43,2.9352534973056086,3.968491333220031,4.939776884515696,4.334988924419463,1.248790635808332
44,1.0399475946236068,1.0702328091601654,2.0961572422636143,1.527368207511213,0.17211403819138218
45,2.9767295588926665,3.2120885453965538,3.7025557253363166,3.202065788335375,2.0019744755978413
46,1.4437726525511454,1.6973527298586677,2.0504714728474087,2.4804063334191446,1.7717027815550448
47,1.2935510964439163,1.5650490985946595,2.662619276431435,2.347978290260925,1.65905621255441
48,2.5796851313742684,3.1317376293900594,3.36539120314109,3.2386451008150714,2.020213404797698
49,-0.13884694284602675,-0.15626356907040873,0.032891268998425045,-0.00468552870861577,-0.2472807388332289
50,2.8810504450961094,3.6854727191976675,4.517592193090423,3.8774661906503827,1.2650396255776288
51,2.024689564765448,2.47747836986343,3.443071275035354,3.1488224194933325,1.4924571963157187
52,2.4440155731374675,3.045432590214802,3.7121687049810026,2.795509249572321,2.2602146371823046
53,1.4769166964073006,1.5444213596691023,1.959209228475567,2.27903187277909,1.7886222684742281
54,-0.004988134170736208,0.10716623446714778,1.4480935688840462,0.45306230431419414,-0.4444711650283825
55,2.6165887478498786,2.9519916743930104,2.9039311019462946,3.086765399227999,1.7089166292166402
56,1.7955898348367079,2.243615444458949,2.2653267213618293,2.0917277873292806,1.4894265086520864
57,1.340431543329497,1.6283087458798249,1.3308797399213577,1.5639694262795345,0.9425013654440337
58,1.6908292023890026,2.5330016223547296,4.173137009438087,2.8600587109285054,0.4855439941234523
59,1.2560076744281394,1.9062506002881834,2.9600826856968028,2.2804445330303467,0.7102577146725417
60,2.8870354384722483,3.8454459302358375,4.797399270353047,3.8244486998790475,1.894102448259884
61,0.8081790662105472,0.9718935712925734,1.4556069787412123,1.6048493988497812,0.6210381594693349
62,1.748917218445408,2.3893391953474907,3.862336479927086,2.4258072673392292,1.074451250826949
63,3.133360783923513,3.3655348770757443,3.5255031482659187,3.3531238881953107,2.561088301270768
64,0.9502281489192813,1.259418244241506,2.654362473345993,1.703600996992591,0.5377665867567061
65,2.2966856822177606,2.578059651380825,2.734989356254239,2.56759702403342,1.6238696233284697
66,2.3907568062588487,2.964626690763557,3.844950646391216,2.7835526037828244,1.6824512644201828
67,1.0437145687940548,0.9834836768694787,2.465320232170283,1.6075208445700995,0.2998631608979015
68,2.0526141641630744,2.912990383018965,4.558072534177028,3.2223952783711267,1.3885706716331736
69,2.3249381573647154,2.80608144969048,4.074127112019912,2.888320888238551,2.3101789749491144
70,3.7131969992183906,4.7875064472969715,5.480738792070396,4.829718804403536,2.035028722789601
71,2.433202200806485,2.9453212178434707,4.564746540002096,2.9713866352522165,2.2683991638498786
72,1.6960578723260247,2.644012622775394,3.9242955565988735,2.6270437991064552,0.6282205732765158
73,0.38877348103363923,0.6537077566657404,0.31046821231833766,0.36164264913217986,0.45126991714655673
74,1.2631480434362374,1.4249820449714368,2.580564036736464,2.327652367447164,1.2112039826357548
75,1.6665136121281847,1.713521895813742,1.911158377263655,2.005296441616541,1.0371396174725092
76,0.8198739890157406,1.0439820997415348,1.5879919770354067,1.0858276066318062,-0.16673324999289735
77,0.36544253781186403,0.6512489879536635,2.1597410702519477,1.0480803383131774,-0.06205128590815582
78,2.1959666352923115,2.7474762000813806,3.7349121242644023,2.9269062721270145,1.5754929087250737
79,2.9693181693776807,3.572012261348457,4.402799341851359,4.070866633348896,2.0401244203377926
80,1.420757501037493,2.1555893008958003,3.1162474894834125,2.304235089045169,0.6977110639546393
81,1.8814679653590052,2.497222809672045,3.3207226279964845,2.841500005643295,0.8646919975254314
82,1.4108659261562835,1.6938408560662517,2.096554340840567,1.9343746299723923,0.9099496626019147
83,1.6879296941047133,2.2897049165460275,2.8530762901919613,2.4983901463463316,1.236207915537582
84,2.21185232102164,2.295735128265202,2.40839042792283,2.7671024717428634,2.1616051964985363
85,3.228091688787996,3.2065882226050193,3.2120668585195684,3.419101514339385,3.0945518221843273
86,0.9545858390865232,1.2562904014713934,2.8187558386579235,1.6222522299383138,0.46822887654105
87,1.7544253169724204,2.0885699961262705,3.1613241262121643,3.027648310653719,2.071588694180521
88,-0.3461187690423317,-0.14287426076121595,-0.02698465293598574,-0.017447200574096294,-0.11994893909984847
89,0.5149575190816943,0.7509574377997916,0.33353323428239534,0.4782805289712658,0.6378073482100568
90,2.786283222422014,3.4339508246210757,5.37362178173227,3.488537925647264,2.0236695615695597
91,2.031281887887886,2.0697540467292717,2.4600253156780454,2.582426032323129,2.2090693817748384
92,2.4034961894185183,2.868950126731291,3.9611705702596955,2.925353451922501,2.1205914733810625
93,2.763676239981079,3.818489637268284,4.523141371514849,3.8834850929628364,1.7702814781564207
94,2.6467916878533893,2.9952516491019523,2.999232429654773,3.0979098917576176,2.3282986206966068
95,2.277003614796261,2.5502166935605874,3.1887791347127847,2.5767564775436473,1.4610805977178747
96,0.5396606830668618,0.8189428334649715,1.6240893409934964,1.413172469998336,0.6311899623421171
97,0.32213333083791434,0.6114262888679914,1.7823023351801304,1.2016388191813017,-0.157413745625339
98,0.9168805839100648,1.1874823297915758,2.382340036168083,1.4793825643241434,0.31109434021787247
99,1.0316263526386462,1.2941558859966678,2.8803267388380895,1.863896628599967,0.6515790997460758
100,0.40448638586373264,0.6642298403649801,1.5407598698571656,1.3271588527060352,0.2710694065003501
101,0.7143575218205572,1.0598782281156403,0.47968675158659957,0.616713681481353,0.6128548623383527
102,2.962131313928877,3.910199276561896,5.3535813740693365,3.8225559076058286,2.3894267611654385
103,1.572294778576553,1.6502253346711213,0.8571928298164992,1.55349029641601,1.6137452415486422
104,2.8780304181708662,3.945219081083529,5.138086449812412,3.5561594014552296,2.6901761856806647
105,1.8190563892464515,2.566131351367588,3.6503011432961254,2.8393179619043147,1.0599424700827114
106,2.3717011287612784,3.6036124769939404,4.39115211433951,3.6334845273811944,1.3224251512377132
107,0.9898084744533975,1.3577529686973324,2.6575531407457675,1.7265290466222531,0.46068223733824804
108,2.337937623460713,2.8623407318813636,4.504238392132473,2.7108185066494976,2.069000091453743
109,2.7769496002568097,3.7098339866200334,4.407070181227617,3.7495499942666193,1.9504681753075919
110,0.24942722167426182,0.5414085679953101,1.2280733571391276,0.8657378423423837,-0.14608391499561144
111,5.1351858691440615,5.076282145404724,5.713830255351784,5.589300614096151,4.488089927297155
112,1.9287675408965692,2.3410796051816454,2.7831054902853394,2.8385455526292347,1.057034638917976
113,0.996719272051219,1.3640642561239058,2.469862958084002,2.17853806437057,1.1998001220542998
114,2.7008342955604703,3.357081925067393,3.7801879987155615,3.3466366497553364,2.6972560539872266
115,0.7704790633178272,1.051093452004391,0.5007098211427841,0.9490751937237194,0.7414358748483728
116,2.5983902933906093,2.6564010403940115,3.2300291217875783,2.9222940712015375,1.6054350900897953
117,0.5923928857381189,0.9635697551582396,2.330609306843621,1.438747778817046,-0.02045523721966454
118,2.82583831620298,3.2794914899422034,3.9578884874651967,3.1178017027173497,2.6778326108846198
119,2.0691480314252932,2.223281363638119,2.9557734157942694,2.5209989239277943,1.1302524571267267
120,1.4756410450757118,1.7040362216768192,2.6917834699311736,2.297910805906468,1.2305934481578233
121,0.11432307328869579,0.416657620232927,0.8967713770304079,0.9762977011047601,0.03911942354946516
122,3.0420177763998777,3.9774904386982057,4.672722862464202,3.874118778019133,2.6400841943926188
123,1.3698562005478454,1.7257435042131501,2.2414977609152458,1.8705346714094593,1.0039638944808296
124,1.9063973938176804,2.196911955600045,2.8261600294927467,2.880292478192627,1.9977835624424711
125,1.7410581787056296,2.4839111744387363,2.7347376795979046,2.447975142777216,1.0253407986217695
126,1.3893804733264468,2.0622428303118934,2.756575974959017,2.2746330538503146,0.7586121599245239
127,1.2410486603728514,1.1822618380673249,2.4683703100889165,1.6814367177725595,1.041132136958231
128,0.893312083794972,1.2445616157301922,2.7283886036548464,1.4303298498907113,0.3640747659577363
129,2.753747444142776,3.8512413224468127,4.77641809494062,3.730550751430236,1.4237869726333638
130,1.8209474975917868,1.9316529997605714,1.6187637779189732,1.8811350292401556,1.6664659997827629
131,1.683972864309305,2.2015889480200204,3.1836223034101354,2.4652078562049335,1.1238058327381104
132,2.543657431441565,2.800967162363355,2.851528179483817,2.800770005143146,1.9766499649992466
133,1.9344012251373193,2.2477834179932445,2.694706204604161,2.0718282609839185,1.6378492881502977
134,3.1420580801359135,3.8448878289880892,4.643651760561573,3.943453523231393,2.896414971981506
135,1.960165947109045,2.2799061321997125,2.1502776650322026,2.4879432217274458,1.626334424177058
136,0.9310981278117056,1.7739255524261996,2.4365633689405537,1.7259364730418325,-0.1263240494894241
137,4.101368336506076,4.207332644492616,4.7437554384198855,4.445596593925145,3.1805316807339072
138,1.243378002832476,1.5248923610699527,2.074122301883622,1.719004927534061,0.8171047984680238
139,0.6589809935846453,0.9244671445625331,2.008404167696843,1.2772580535726337,0.12977230783053775
140,0.7082187062931122,1.1155901656718856,2.6223052398122593,1.6623589071350742,0.22743599046197224
141,0.8842644230195809,1.1080639050519676,0.8533731338452399,0.9412382302430009,0.7008247861002561
142,1.146511424324624,1.5206900929238065,1.2374925145020899,1.42864689155215,0.6760957721866778
143,0.91984521787105,1.695578723391685,2.844364812065256,1.8780181621882281,0.19585434420031733
144,2.105320826575917,2.5221001285219327,3.367354795428343,2.4552117877589312,1.424616246213188
145,2.898418448117066,3.791814132412552,3.6631997071585105,3.932381878449026,2.059544923308221
146,3.0200113234701784,3.630405114303829,4.245558257640186,3.9328338620343417,1.5407282196197372
147,1.615015787690133,1.7742587224642719,2.078117510356686,1.7106809734182373,1.1968293548443645
148,2.320286882420786,3.016824555237146,3.8939226818394457,3.240077464046611,1.4664559290414643
149,0.39447587615558527,0.8893925130885926,1.514508076621043,1.336207939363519,0.1075762942961292
150,4.258355720485611,4.433043299076732,5.155616264852919,4.856529405159371,3.4131788854537874
151,0.8807635204209165,1.059226232170534,2.68262571709118,1.4719685414838888,0.40263916235855474
152,1.569749256955424,1.9449721653196994,2.603269892099429,2.4229956112312614,1.7555573884069677
153,1.020308199706932,1.4213753208576256,2.5253503889281887,2.3003647365973827,1.1441024774287272
154,3.0908473991733647,3.9611575724300656,4.047066054314846,4.018234960575269,2.4219236529590495
155,0.03704001388312398,0.27427792715352334,1.0845257013832617,0.7105872074820787,-0.4354277321188958
156,1.7677357529653814,2.222962625474295,2.761056807061927,2.606247689723028,1.2643031913722866
157,0.9216202549651061,1.2673611020665319,2.0317569680314467,2.086035965981429,0.9110789817544492
158,-0.08072533299414071,0.11596542841320531,0.837341199506053,0.5527415320921955,-0.6940056102603195
159,1.6218306422368922,1.8861107156212429,2.684267343858653,2.592654924865424,1.2367812425752627
160,3.458337402194936,3.3211316705987493,3.351927685487241,3.5796000725762083,3.0487175320481605
161,2.164541548901032,3.3132881521760935,4.372867436972049,3.061185692233803,1.2984916398176536
162,3.134507942626903,3.706375551800805,4.484695231531204,3.7930058347640383,2.356647995774954
163,2.100729723660173,2.370092054428749,2.7205775575242184,2.3827439477154955,1.7701567903544158
164,-0.06607047910017069,-0.049024922933465075,-0.2160800153661947,0.12370302704213774,0.006690182953365674
165,0.8234069305499394,1.060709532500212,2.1069969617389086,1.431135316606563,0.38516341129407616
166,2.115676587568433,2.656151175824583,2.825534347003177,2.812407063049298,1.0950022791576344
