date,RiskMetrics,Historical,F_Historical,MonteCarlo,GARCH,EGARCH,GJR_GARCH
2016-07-27,-0.01354750473625138,-0.017367651760000002,-0.010941025435217036,-0.012027822954448895,-0.012136092324811805,-0.011961924240755543,-0.012886080896376818
2016-07-28,-0.013137790755102121,-0.017367651760000002,-0.010880823357950192,-0.01197436317899675,-0.012201445491543544,-0.012298577669613252,-0.013228329756570456
2016-07-29,-0.012775644715136859,-0.017367651760000002,-0.010601210042218284,-0.01165034340277662,-0.011674929527301507,-0.011380454502904067,-0.012771907268609276
2016-08-01,-0.012402443789381086,-0.017367651760000002,-0.010229819143747447,-0.011239741125329083,-0.011213610679512041,-0.01079859691611599,-0.01234444413062059
2016-08-02,-0.01239915639818895,-0.017367651760000002,-0.009774591598288404,-0.010747478070921973,-0.010815393843859497,-0.010363148974649836,-0.011999498953732441
2016-08-03,-0.012367128930016074,-0.017367651760000002,-0.009924044048153844,-0.010927147289668076,-0.011151097955941795,-0.010965666321456728,-0.012596022742602193
2016-08-04,-0.012079358707999008,-0.017367651760000002,-0.010319791090899462,-0.011320119914444052,-0.011152403314283051,-0.01120062621804476,-0.012225681492513471
2016-08-05,-0.011781984264477375,-0.017367651760000002,-0.009831281954553748,-0.010807803355821401,-0.010915962092137266,-0.011067912763739734,-0.012086665447831258
2016-08-08,-0.011443413473199745,-0.017367651760000002,-0.009677981959439239,-0.010623868990653214,-0.010547378074298439,-0.0106322606232029,-0.011704598001692405
2016-08-09,-0.01119263086579062,-0.017345218519999997,-0.00927734110098721,-0.010196437970805442,-0.010148799065536666,-0.009995931260916788,-0.011334034611585879
2016-08-10,-0.010933208001753049,-0.017345218519999997,-0.009077447045317558,-0.009972155856016135,-0.009869954121870783,-0.009724857324278769,-0.011000664140359506
2016-08-11,-0.010643847775465499,-0.017345218519999997,-0.008759884346723958,-0.009641249539773522,-0.009718891753496783,-0.009666245096114745,-0.010919063536082496
2016-08-12,-0.01052727625850223,-0.017345218519999997,-0.0086268621444747,-0.009481421424831321,-0.009403713356416028,-0.00921625125820099,-0.010602473985850718
2016-08-15,-0.010239010868267532,-0.017305397259999997,-0.008547568573337475,-0.009429339686852417,-0.00953663051672166,-0.009520458445914837,-0.010855623665063053
2016-08-16,-0.010373237746948498,-0.017305397259999997,-0.008446998942957792,-0.009302380273764892,-0.00922499295798762,-0.009026644763644617,-0.010543757035564818
2016-08-17,-0.010520943343299567,-0.017305397259999997,-0.008702968302549885,-0.009608341967119691,-0.009789734497062495,-0.009758306085643948,-0.011345411831513417
2016-08-18,-0.010266430063095714,-0.017305397259999997,-0.009308707011046042,-0.010232667751151508,-0.010026730217701108,-0.010187967994195213,-0.011070730536446378
2016-08-19,-0.010060768187173209,-0.017305397259999997,-0.008901129949829452,-0.009796204589381782,-0.009712528486047723,-0.00977566519719288,-0.010748676234842663
2016-08-22,-0.00976029282331901,-0.017305397259999997,-0.008636056862669907,-0.009523389458410011,-0.009614513724894075,-0.009770554411163932,-0.010737371637471009
