date,AEM.TO,BCE.TO,BMO.TO,BNS.TO,ABX.TO,BHC.TO,BB.TO,CCO.TO,ENB.TO,ERF.TO,FFH.TO,FM.TO,GIL.TO,IGM.TO,IMO.TO,IFC.TO,MG.TO,MFC.TO,MX.TO,CM.TO,CNR.TO,CNQ.TO,CP.TO,ONEX.TO,OTEX.TO,PAAS.TO,PPL.TO,RY.TO,RUS.TO,SNC.TO,SSRM.TO,SLF.TO,SU.TO,TRP.TO,T.TO,TRI.TO,TD.TO,VET.TO,WFT.TO,IAG.TO
2005-01-05,-0.006245798182646145,0.004811152277634179,-0.0089800205116638,-0.010917385588122053,-0.012139612016099699,-0.007649858163724099,0.007559088310717721,-0.07052508471526675,-0.0291066460587327,-0.005426634292613586,-0.013431521490217646,-0.01010656163170598,-0.007951083551196003,-0.002751747265490323,-0.02442001805025895,-0.0074593580338055965,-0.012037552897665948,-0.012730709701889609,-0.023449297660768753,-0.006362235871463451,-0.01494796186978642,-0.023056353811843344,-0.021463586584735572,-0.0010684425047909896,0.011669440652291918,-0.020635128071092468,-0.003039513677811523,-0.004860756002688871,-0.029362630451445493,-0.02823255039147099,-0.0036900369003690647,-0.013855707265328254,-0.017436928802057605,-0.015530353065499214,0.007640958898358585,-0.0255605608138888,-0.010623403851159785,-0.022888511235197306,-0.02891140787884372,-0.015375112309074623
2005-01-06,-0.0006183212215117306,0.026374428012467588,0.003659408306750267,-0.008576675763140806,-0.021679162386063155,0.023079626664583852,-0.02588589540412045,0.033495508982035904,0.008672839113103459,0.009458377801494056,0.006072397209318625,-0.005058605798889615,-0.001720570619623274,-0.0027781968119877654,0.01653957627028002,-0.0010640385946425468,0.007138957712174099,0.010354314607576853,0.028797339090856022,-0.0022350000431466954,-0.002373792169398481,0.027757271519267768,-0.0072351389635130214,-0.006015709887721932,0.04286744181747615,-0.005504330072990893,-0.006791421362489558,-0.0020323208295564,-0.03798570474011376,0.01919938561966017,-0.0037037037037037646,0.00801995230865149,0.019793225885055943,0.0,0.030727886338069332,0.007048218766481762,-0.004444318028287153,0.006584305335081808,-0.009561060408517896,-0.018335595578925612
2005-01-07,-0.013822570313864802,-0.008994165422861355,-0.007990163771782521,-0.010635929068539052,-0.000750717203042206,-0.0190472555156882,-0.013015198498045999,-0.006330892131337862,0.012019898487411806,-0.0037399727761699975,0.004779542075181498,-0.00455729166666663,-0.00021816912470540295,-0.007525810884062234,-0.014245209075271159,0.027461788247947094,-0.020955319541818396,-0.016534501051805317,-0.017278296134539572,-0.010329399147817386,-0.03101301393359457,-0.011017426762291005,-0.0193205370266728,0.0134080311544571,0.00675340328984686,0.009446050839611697,-0.0038740817579440145,-0.008683880149726209,0.013575803498137251,0.000713141995990263,0.018587360594795488,-0.007956144409923094,0.0029902101339449594,0.0167976487125423,-0.005982577763405272,-0.0067687668624027975,-0.009156881231964897,0.007117193713831238,-0.00646078891225732,0.018678069100140915
2005-01-10,0.003188544857364084,-0.0033903830480846997,-0.0026145938628481247,-0.005492453263867603,0.009252385765009974,0.013813767072648808,-0.019338482789541533,0.014778232267063762,-0.0001621877885071843,0.0026132173082535903,0.011263643133016865,-0.022828490454389727,0.016148038231571515,0.008967356789025827,0.015747821400173834,0.0013285893300185592,-0.008365629734185864,-0.005643657589004425,0.01758208459890187,0.005359884179894081,0.007298995164133126,0.01114016268883522,0.016126554097486645,0.023831996224634278,-0.012976037466767676,-0.0011098926660685349,0.0046329748799252,-0.004464598361229699,0.009469225018689409,0.0012168558059484358,0.013138686131386912,-0.012270289051456218,-0.003702796155626298,0.000345609812805181,-0.00790955856936626,0.004873489018671018,0.006977984746471488,0.005528247164390487,-0.012751786874593884,-0.007140331466505279
2005-01-11,0.016495361139518883,0.004075758071374835,0.0,0.0012759708211955711,0.007324303127783205,-0.01513779074230448,0.0017917953924300178,0.01807993560570864,0.003069589847893184,0.004676977627244172,-0.007425696476894839,-0.011760581336053066,-0.003951380835802931,-0.01472883831008609,-0.0009982032341784297,-0.004638866970563482,-0.022161140697474657,0.005675689235631998,-0.0037364226766115616,0.0008489530062498751,-0.013579905329514586,-0.013006530891892298,-0.003774015762610494,-0.009827807592269533,-0.01994291830181938,0.028190661219710256,0.010661702487730462,0.003042507166599151,-0.007261581502509773,-0.00018129931173416214,0.020172910662824117,-0.006351103251206025,-0.0037370535348291156,0.0013065819063533546,-0.014838498114445042,-0.004356917401432736,-0.008955544419786743,-0.0025322626511570245,0.007430069930070005,0.0025733815842379215
2005-01-12,-0.021192973313356345,-0.001374789872163995,-0.00526080183358113,-0.005034864150036067,-0.020005278437582596,-0.019969134359070217,0.06017785234899331,0.0017333130606660418,-0.00017415751303073712,-0.005840406128805098,0.005908794708352261,-0.008868965072402979,-0.014229658057005046,-0.0034050545575345925,0.012079809836341493,-0.005049280982388216,-0.0150148077502259,-0.012054353723254918,0.0023342371385668415,-0.0023854740840242306,-0.012462948503157434,0.05168166957767939,-0.0038007031455695728,-0.0036187911131800865,-0.021932219431400335,-0.01559517261461807,-0.010549229738780919,-0.003646947434863379,0.006568722932509985,0.001047697081223431,-0.030367231638418035,-0.00663902427196239,0.02473512772158415,0.0036511461587682703,0.009736207040026645,-0.004136422074759061,-0.0030771675611641625,0.002538691284279082,0.0,-0.0038558938454662517
2005-01-13,-0.0159578794802967,0.010791625072585687,-0.006901492623287098,-0.006292803874279329,-0.011876548529570097,-0.042279060889482745,-0.04716189825057837,0.02780644769595053,-0.0052505194530502175,0.008914733816380416,-0.006300222609778583,0.011941949759208592,-0.0048116880276452,-0.01472445336188044,0.00653679676173935,0.008419268401607782,0.014128918417917857,0.005365348684542859,-0.007007703503851825,-0.01769587928032501,-0.0001612073664090108,0.004056125707958991,-0.012935001616875219,-0.006312780181763511,0.012877533170813305,-0.01746589975349222,0.007552039262142651,-0.003384600945576355,-0.0032732213438734226,0.013860748453580651,0.0014566642388929019,0.007972231443691413,0.018028267037849988,0.0022939793979397383,-0.02344651392780628,0.0007377055752899597,-0.003072174360386315,0.0009614473167496307,-0.03671302794436648,0.002962068271359808
2005-01-14,0.0,-0.0033307298558620246,-0.00015225721318545826,0.010398782107090998,0.008635178472468086,0.022346786248131467,0.024582022568954143,-0.0035914702581369973,-0.0016885342272141557,0.0259892865583069,0.00206116795667155,0.0059487443326151634,0.008571051821897768,-0.0020233959219788655,-0.0022663094260920724,0.028373434252441987,0.022694581064189423,-0.0043949420495498215,0.014121466058430787,-0.00014770961471433086,0.022257881240114852,0.006520840181099219,0.026240518132103485,-0.011614304345149096,0.020558893237061282,-0.012223352155645406,0.011358626047156095,0.007392540361740085,0.002623045624470688,-0.018164372683959762,-0.0007272727272726875,0.010456775593430612,0.0004995858696081878,-0.015752941983523616,0.012743153719566358,-0.0007371617669447161,0.003510455050912409,0.008955870018128032,0.018279888943051548,0.0018465420346369665
2005-01-17,0.0006387471538178424,0.006340468249085074,-0.0009064309462776254,0.0030230240831041755,-0.005588906853053577,0.005328524664733436,0.006484390451086508,0.007457820040075225,-0.0005262102836524063,-0.0060784050265210166,-0.01079473080536486,0.014672036823935475,0.0036825590516864626,0.0055087977782268815,-0.000548461204131101,-0.004864322591695336,0.0023523775596692165,0.00018918612130613965,0.0037156374045532736,-0.0013059458948387892,0.007525629952307655,0.00225434013146808,-0.006274211272707442,-0.0026333076609433848,-0.012061640383092098,-0.0022554710412417966,-0.0008096325513804459,0.004621487873706531,0.0,0.02023925863521492,0.012372634643377012,0.008330617175067667,0.00143230706561015,-0.002002217646127069,-0.011249531269530544,0.0017239858552973164,-0.0014412770148907184,0.0,0.00395458471657073,0.0036633810717678905
2005-01-18,0.012977064840264951,-0.009293106111311289,-0.0008709631764027836,-0.003273071071714817,0.025089897919440496,0.00795850267034015,0.006230007763349921,0.0021478168765447503,0.004262040263744993,0.021829394686528447,0.023502395104474827,0.028825252811643498,0.010963722020798539,-0.0008687984646905678,0.03199387043000179,0.015013449651095856,0.005165536131178872,0.006267181155582335,0.004151447035684264,-0.0008520457974616757,-0.01364175121322131,0.02226146181497124,0.027998294896427467,0.01868055121821044,0.02029957359962098,0.04341923045591556,0.0008102885873968457,0.006967222648707638,-0.0019363876071193387,0.00482897118471648,0.025161754133716796,0.0012359411692002276,0.0033722608581550073,0.0020062345643740986,0.012768109224221558,-0.004154459439988489,0.01132926678900148,0.0,0.015699018357848482,0.00035929782938493027
