date,RiskMetrics,F_Historical,MonteCarlo,GARCH,FIGARCH,EGARCH,TARCH,GJR_GARCH
2016-08-04,-0.012079358707999008,-0.010335013372096082,-0.011335333848185317,-0.011152306418697149,-0.01093958255713196,-0.011200617762557367,-0.012012191962119284,-0.012225608394509783
2016-08-05,-0.011781984264477375,-0.009830936319644488,-0.010807451854853455,-0.010915893669060137,-0.010833392766429738,-0.011067970618216929,-0.012291538322932243,-0.012086567448360482
2016-08-08,-0.011443413473199745,-0.009673143535992558,-0.010619029569610304,-0.01054736582983425,-0.01050987263892095,-0.010632255858478675,-0.011709730094901722,-0.011704534090925343
2016-08-09,-0.01119263086579062,-0.009276169189121533,-0.010195267436976624,-0.010148811462318667,-0.010084907986577957,-0.009995922734313826,-0.011133377588206154,-0.011334089012343054
2016-08-10,-0.010933208001753049,-0.009076636859122977,-0.009971341291046236,-0.009869896862816575,-0.009772226799419298,-0.009724850044208982,-0.010646895615759872,-0.011000647483176395
2016-08-11,-0.010643847775465499,-0.008760115639816234,-0.009641476758868162,-0.009718842996050773,-0.009618979023310433,-0.009666277326032665,-0.010952269999968485,-0.010919069780562929
2016-08-12,-0.01052727625850223,-0.008627354055520335,-0.009481909699339318,-0.009403648977413977,-0.009300096178648194,-0.00921630618440871,-0.010452896095653627,-0.010602379634743126
2016-08-15,-0.010239010868267532,-0.00854525686723506,-0.009427024709811603,-0.009536573570804022,-0.009530442088912863,-0.00952045651766466,-0.011176428063930264,-0.01085560247683586
2016-08-16,-0.010373237746948498,-0.008448517682324148,-0.009303894329903,-0.009224917515010575,-0.009230327800343786,-0.009026684638815596,-0.010654812710765377,-0.010543807188281839
2016-08-17,-0.010520943343299567,-0.008703566230277932,-0.009608938057803258,-0.009789694961515013,-0.009987510329340915,-0.009758340603249425,-0.011919983744911685,-0.011345488556954665
2016-08-18,-0.010266430063095714,-0.009308514247545807,-0.010232472687898179,-0.010026689130095757,-0.010301261715479682,-0.0101879526018657,-0.011468965575949595,-0.011070901456628554
2016-08-19,-0.010060768187173209,-0.008900825172732345,-0.009795897061225932,-0.009712476256104628,-0.01004277601003172,-0.009775705930211504,-0.010936317611374598,-0.010748738659269317
2016-08-22,-0.00976029282331901,-0.008638537511082015,-0.009525867308579693,-0.009614464105632178,-0.00997403955398178,-0.009770571369560376,-0.01130262571068762,-0.010737414879969528
2016-08-23,-0.009484892032977888,-0.008444207715090928,-0.009306965872212771,-0.009310615986748918,-0.009580019127795537,-0.009307151209376405,-0.010981465983795458,-0.010450449371719208
2016-08-24,-0.010240737917163777,-0.00820520369276944,-0.009048077190182401,-0.009071649260859717,-0.009273724266336679,-0.009003496425929458,-0.010872328911497557,-0.01023835684335183
2016-08-25,-0.00993846450470951,-0.009307900868167657,-0.010280458228408926,-0.010553104787779738,-0.010954263296043824,-0.010427495218799168,-0.012974104632371995,-0.01227303475797995
2016-08-26,-0.009772002133243323,-0.009264649255435714,-0.010197520725753662,-0.010145651902260557,-0.010480382221237419,-0.009713325964714642,-0.012265556549516256,-0.011860190301355503
2016-08-29,-0.010109803437529093,-0.009054101072521232,-0.009976227024897148,-0.010046784737972212,-0.010510665244180276,-0.009778317399119453,-0.012580876838931923,-0.011798194566543484
2016-08-30,-0.009846950577176146,-0.009732489803366664,-0.010688273076246061,-0.0104387085465746,-0.01089609933484729,-0.010395645743581266,-0.012119172334619835,-0.01151682001779412
2016-08-31,-0.00955829446825434,-0.00918887146338891,-0.010132320339118987,-0.010151143804122895,-0.010499743712726887,-0.010117986164158627,-0.012021168915169748,-0.011258863178644964
