,0
0,0.008667133898896298
1,0.008417197575594807
2,0.008129490532463134
3,0.00848509186773369
4,0.008660690843300074
5,0.008346819174333114
6,0.008010278412265582
7,0.007939679915335156
8,0.008375762984122294
9,0.008105757639368563
10,0.0077996446556305036
11,0.007501364322501679
12,0.00887244956961276
13,0.008809142186494347
14,0.009525467673578548
15,0.00916138278033661
16,0.009360035383106204
17,0.008965928468044376
18,0.008700898937353808
19,0.008685118659616365
20,0.008404183357299155
21,0.00807027473400864
22,0.007773747501518324
23,0.007639233309871073
24,0.008058592572593162
25,0.009099804557564593
26,0.009877827042971904
27,0.010536812262871214
28,0.010128204286654103
29,0.009887948476776796
30,0.009534774947547071
31,0.009131524583292791
32,0.009140053800759508
33,0.008899628574472317
34,0.00917843912602069
35,0.010429482398333904
36,0.010413375943422943
37,0.011595989425465953
38,0.011157335733373429
39,0.011111741117591811
40,0.011333897224771503
41,0.010824706070399936
42,0.01034004159206657
43,0.010310742526198577
44,0.010066892950721051
45,0.010153767485247626
46,0.010608766533873
47,0.010387581875507357
48,0.010858152741408967
49,0.011897341553048441
50,0.01195875533368635
51,0.011400709882861787
52,0.010913866204943258
53,0.011872668984647334
54,0.012734791878967708
55,0.013208587695497214
56,0.012616586667468519
57,0.012780130661465616
58,0.012338563399831299
59,0.012781206406725728
60,0.013238774327571761
61,0.013274457543708085
62,0.012908384582688297
63,0.012340380612594857
64,0.014198462170845442
65,0.01364882976599137
66,0.013996088715693567
67,0.013781387998665568
68,0.01322580962772997
69,0.012850481034062177
70,0.01283342852889462
71,0.012252999666593338
72,0.01168443037367755
73,0.01675982727816466
74,0.0171450033726504
75,0.016795068268429643
76,0.01731130003544196
77,0.016492589259820223
78,0.01571384559260647
79,0.01539389858086869
80,0.014872682417268841
81,0.014183856235423868
82,0.013916124875712352
83,0.013689821255902028
84,0.013440140032208739
85,0.013983912459157845
86,0.013327944565048891
87,0.012690310330205387
88,0.012196948910201805
89,0.011713060807780512
90,0.011521723882524638
91,0.011227713885925292
92,0.010711138862456004
93,0.011108976048415169
94,0.010600331064956853
95,0.010271437870483496
96,0.009969580856232375
97,0.00961494483602438
98,0.009309630269323528
99,0.008904230171254836
100,0.008637731983946321
101,0.00843458396720837
102,0.008095507724460098
103,0.007866760227426698
104,0.00844181913407946
105,0.008088755053303028
106,0.007843698958710637
107,0.007953160362245665
108,0.00768062827060263
109,0.008273008253965104
110,0.008461766964702334
111,0.008738676843529143
112,0.008397760050133473
113,0.008244339927122035
114,0.008664811685396066
115,0.008444418199495785
116,0.008106195173844052
117,0.007805092635735833
118,0.007582574851466692
119,0.007355718076156838
120,0.007140421765278714
121,0.00710797008394031
122,0.006908760389154341
123,0.007201785404874938
124,0.006939297105867826
125,0.00705766953614939
126,0.007371688037865284
127,0.007325257509660505
128,0.0077533638628860535
129,0.0076347147575986365
130,0.007428234917555484
131,0.007337894284950148
132,0.007074715627200313
133,0.006923260833401129
134,0.0073944825892325325
135,0.007509981628566657
136,0.007230509489300434
137,0.007270348773677786
138,0.007606578708339409
139,0.007927628355505778
140,0.007615024492205531
141,0.007534990679156695
142,0.007336703643692705
143,0.00722779160581075
144,0.007765133134332596
145,0.007509876125727919
146,0.007308190929355516
147,0.00722839092368724
148,0.006967277189045948
149,0.0068155435246758265
150,0.006705318752743623
151,0.006498141783175631
152,0.0067596867983703264
153,0.006562151247877606
154,0.0063941802237133406
155,0.006193906389408504
156,0.006533692994643836
157,0.006470186541888387
158,0.006277680085699566
159,0.006298112475829842
160,0.006187622770301087
161,0.006019517149743707
162,0.006076417393914806
163,0.005907810768913565
164,0.0057970290065726985
165,0.007099839337470461
166,0.012718813480070952
167,0.013382925806407186
168,0.013712008846168067
169,0.013785591330009086
170,0.013669949764525346
171,0.012973231093668136
172,0.012352410337099565
173,0.011815269525675697
174,0.011332544509472391
175,0.01188072836961916
176,0.011329453049473623
177,0.010797389190027713
178,0.010378477970226143
179,0.009953442464703685
180,0.009508473750585056
181,0.009079936637702212
182,0.008729504253889419
183,0.008455788978535751
184,0.008414616863684516
185,0.008356563922453559
186,0.008128862898797164
187,0.007840341574129191
188,0.007879245032850387
189,0.007559473117397647
190,0.007279712575631374
191,0.007038039883464616
192,0.0072403752990776145
193,0.007243009853689022
194,0.007099225874480452
195,0.006875583962548497
196,0.006634530370711501
197,0.006465995475177692
198,0.006373614629432257
199,0.006182553399537581
200,0.006262978832162033
201,0.0060733056613114485
202,0.0064142352338714785
203,0.006558666957305332
204,0.006368559372103021
205,0.006307191049285971
206,0.006123179642081818
207,0.005976918392253371
208,0.006874696210657353
209,0.006627677575928609
210,0.006566931590465945
211,0.006806918276872369
212,0.006633189861685396
213,0.006430343147003149
214,0.006266253556474322
215,0.006064099524120846
216,0.005932013881314741
217,0.005757779893831998
218,0.005612664534900239
219,0.01021635038443021
220,0.010654857920636336
221,0.011206329327753436
222,0.010662815250031512
223,0.010548763989234813
224,0.010087904049446969
225,0.009629191823050099
226,0.009199379054659116
227,0.009973184226467662
228,0.009658888142671301
229,0.009366376290648192
230,0.00935969408018533
231,0.008962114414735052
232,0.008572293806316855
233,0.00924788912389274
234,0.008950155219534902
235,0.008777672156066865
236,0.008926895871843891
237,0.008609555093706612
238,0.00828219887142362
239,0.008437103562723973
240,0.008731296854995223
241,0.00922255734647279
242,0.008821023748859043
243,0.008451712149967157
244,0.008201299245576183
245,0.00786577489552583
246,0.007614671009375379
247,0.0073216788403441336
248,0.007793253332699134
249,0.007652804517574642
250,0.007400742296825292
251,0.007123461524327146
252,0.007023930619429662
253,0.0067746820334561005
254,0.006568511826450772
255,0.006355104590208847
256,0.006544393799031234
257,0.006706258925593086
258,0.006554848485493412
259,0.006345521681951905
260,0.009050351138536486
261,0.008902713135184684
262,0.0089678380990564
263,0.008935882913501784
264,0.008557507768511
265,0.008261287995598362
266,0.008518195366444015
267,0.008251836912491997
268,0.007999827138004402
269,0.007696428885288676
270,0.007626661095755117
271,0.007338664785012684
272,0.007117824599902731
273,0.007166472159403361
274,0.0069227023993327875
275,0.006692141710203202
276,0.00725264666465365
277,0.007066757848920771
278,0.00682586551530862
279,0.00660585941900076
280,0.006500443113167117
281,0.006817080841950317
282,0.0066762546583553906
283,0.006739184787111679
284,0.006582042358296549
285,0.00662730939128232
286,0.007329344461567661
287,0.0073500349157582644
288,0.007107312348584008
289,0.0068570998002852514
290,0.006690404499620664
291,0.0065006147560839715
292,0.0063143590283962665
293,0.006124203154867062
294,0.0059490052309789125
295,0.00656666650704013
296,0.006412256861880775
297,0.006273323980852908
298,0.0061915127163512254
299,0.0062046435682103105
300,0.006037932585006542
301,0.006046459947711493
302,0.006412290533668528
303,0.0062148960410084745
304,0.006045682990903787
305,0.0059009805359458625
306,0.005749244530874078
307,0.005604855102829312
308,0.005550604110985073
309,0.005481073751170378
310,0.005629411810240202
311,0.005860962723833026
312,0.005813549446862608
313,0.006032853222841576
314,0.00597668203017087
315,0.005856663028605484
316,0.005948571552239669
317,0.006001200490255495
318,0.0058328503099289875
319,0.005724782231442971
320,0.005828173345374146
321,0.005822489108176905
322,0.005679416841377976
323,0.005548857342980743
324,0.005472157196244234
325,0.005512824075164117
326,0.005427817306299588
327,0.0053185025219577905
328,0.005793456366907651
329,0.005699531314337204
330,0.006373716480513087
331,0.006503095208421514
332,0.006311428531728812
333,0.006211791134407167
334,0.006372284564419541
335,0.006514555726483196
336,0.006305447702390392
337,0.007413576420294728
338,0.0071538711581563144
339,0.006886041315826064
340,0.006844083576029775
341,0.006867592713439823
342,0.0069035075721759764
343,0.006688033710641163
344,0.006592183214142458
345,0.00639067664792423
346,0.006459244580697759
347,0.006741067091855995
348,0.006804569870313772
349,0.006581317974404125
350,0.006556830528941187
351,0.0070078501081053055
352,0.006755778352570014
353,0.006524650451662705
354,0.006339852049029917
355,0.0061950246563994
356,0.006065471919162553
357,0.006105821893223755
358,0.006013857052652524
359,0.005961772054410027
360,0.005787340355127287
361,0.005640545911681397
362,0.005506404013782373
363,0.005426647865307307
364,0.005343585267289253
365,0.005215923364908399
366,0.005161761672809072
367,0.005251381016661698
368,0.005471358754954279
369,0.00533811731624101
370,0.005510304992449891
371,0.00537123906973431
372,0.005319020260743335
373,0.005196053057224567
374,0.005240702756018292
375,0.005188813928325796
376,0.005148586693948239
377,0.0052597863313109065
378,0.006566509608713637
379,0.006627580699095068
380,0.006432072366990857
381,0.006267525975246314
382,0.006188252644681721
383,0.0061999416747628155
384,0.0060623532096322555
385,0.00598674769004219
386,0.005870871796124448
387,0.005702843456011953
388,0.005587676822076812
389,0.005548350336609397
390,0.0054813320685901
391,0.005441865101411372
392,0.006013492661458478
393,0.005877041021503881
394,0.0058991691106379755
395,0.005884168676139759
396,0.005887281705096924
397,0.006111500950172203
398,0.00642154911367341
399,0.006198716482427313
400,0.00608883677069457
401,0.0059455700208213115
402,0.00630281604281112
403,0.006091068719456812
404,0.00615708949183264
405,0.006231422167460941
406,0.006168318129057079
407,0.00599002470549815
408,0.00588781399433776
409,0.005850669517842782
410,0.005714118094472464
411,0.005555032303447909
412,0.005417318517952792
413,0.005282554947274185
414,0.005455668199348543
415,0.005696547485382789
416,0.005974013809185865
417,0.00578787085081517
418,0.005617493042413705
419,0.00548170429447669
420,0.0063979720928234755
421,0.006190111761937587
422,0.006780547038313461
423,0.006548361127425992
424,0.006328931810005168
425,0.006212046725264095
426,0.00657213907894943
427,0.006414625593550919
428,0.006203959841871407
429,0.006174617327386175
430,0.006238288187693719
431,0.006033317479001865
432,0.0059601536169183325
433,0.0057878088386978666
434,0.005718661715785638
435,0.0055619163927131095
436,0.005514767883340556
437,0.005447540660981778
438,0.0056355274301392935
439,0.005512660140291955
440,0.005364820011195522
441,0.005576838242896815
442,0.0054233419542735715
443,0.0053248067265786484
444,0.005248027440818849
445,0.005630639502873047
446,0.0056663414822592266
447,0.005771464267307018
448,0.00562780307805057
449,0.005467241383116046
450,0.0053214625391399765
451,0.005406307255157649
452,0.005527510707619947
453,0.0055177718599077495
454,0.005375369941690525
455,0.00525421190556972
456,0.006397100752769605
457,0.006212502810587642
458,0.006126932210646641
459,0.006282514213520491
460,0.0063512350844342645
461,0.006195153369403806
462,0.006218877708775162
463,0.006026857533403611
464,0.00586193740115182
465,0.005689054032232163
466,0.0057975578407736495
467,0.00562625856454277
468,0.005745782182823558
469,0.005615657542200152
470,0.00550708910904899
471,0.005533509830586802
472,0.006199570430172314
473,0.0059965723652486425
474,0.005908855749972436
475,0.005758499522486495
476,0.005594894636886708
477,0.005453016546036614
478,0.0053449655272032855
479,0.0052148171606599516
480,0.005620215437640549
481,0.005469053966954604
482,0.005453249508835024
483,0.0053173474444345725
484,0.0051809863374004195
485,0.005451964576132629
486,0.0053575627040287266
487,0.005239211210561186
488,0.005271898294256885
489,0.0083147919167891
490,0.007980435254011237
491,0.007677242467142294
492,0.007379611206073317
493,0.007150459299440403
494,0.00696321353889437
495,0.006713459832416313
496,0.0064695759443778025
497,0.006240720198045775
498,0.006031807191478572
499,0.0058868987112305985
500,0.005867700859315391
501,0.005716034600174959
502,0.005661026661918918
503,0.0055300140145802664
504,0.005645978511282234
505,0.005930898199651785
506,0.005745366225826481
507,0.006440429991653147
508,0.006418672670856683
509,0.006249894799485242
510,0.006243437717833318
511,0.0060940257831494015
512,0.0059011688030805
513,0.0057208693703596145
514,0.005941928827724306
515,0.00597940987864217
516,0.005892704299200453
517,0.0057098316329373825
518,0.0059277202355808726
