تاریخ میلادی,IRO1RINM0001,IRO1KCHI0001,IRO1PSIR0001,IRO1ZMYD0001,IRO1OFRS0001,IRO1TRIR0001,IRO1DJBR0001,IRO1DSBH0001,IRO1GPSH0001,IRO1SGOS0001,IRO1PAKS0001,IRO1DKSR0001,IRO1KSIM0001,IRO1MHKM0001,IRO1SSEP0001,IRO1SHFS0001,IRO1PMSZ0001,IRO1MNGZ0001,IRO1FRVR0001,IRO1SSHR0001,IRO1KIMI0001,IRO1HJPT0001,IRO1EPRS0001,IRO1SSIN0001,IRO1GNBO0001,IRO1SBEH0001,IRO1SHMD0001,IRO1SHPZ0001,IRO1ASAL0001,IRO1BARZ0001,IRO1FOLD0001,IRO1DOSE0001,IRO1BAMA0001,IRO1SORB0001,IRO1NALM0001,IRO1EXIR0001,IRO1MSMI0001,IRO1SHKR0001,IRO1HMRZ0001,IRO1RTIR0001,IRO1TBAS0001,IRO1HTOK0001,IRO1MAGS0001,IRO1GTSH0001,IRO1ABAD0001,IRO1PRDZ0001,IRO1TRNS0001,IRO1FKHZ0001,IRO1TKSM0001,IRO1DPAK0001,IRO1NMOH0001,IRO1PARK0001,IRO1SAHD0001,IRO1DSIN0001,IRO1DRZK0001,IRO1DALZ0001,IRO1INFO0001,IRO1SYSM0001,IRO1TKIN0001,IRO1BAHN0001,IRO1LEAB0001,IRO1GOLG0001,IRO1MINO0001,IRO1FAIR0001,IRO1AZIN0001,IRO1GESF0001,IRO1IRDR0001,IRO1KHSH0001,IRO1NKOL0001,IRO1SDAB0001,IRO1NBEH0001,IRO1AMIN0001,IRO1SKER0001,IRO1STEH0001,IRO1SROD0001,IRO1CHML0001,IRO1SGRB0001
2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,-0.02197802197802201,,0.015702479338842945,0.0,-0.054108216432865675,0.01728276524243877,-0.006609642301710683,-0.00021276595744679216,-0.033333333333333326,,-0.022857142857142798,-0.0033003300330033403,0.003529411764705781,0.007058823529411784,0.007554296506137925,0.0498724193922524,0.01686340640809436,0.03638983129618456,0.00401606425702794,0.007905138339920903,0.03676470588235303,-0.0006501950585175997,0.0,-0.025436826124111356,-0.02154411764705888,-0.026332121641989503,0.04583151462243551,0.023054755043227848,0.021428571428571352,0.024027459954233388,-0.009230769230769154,-0.0001803426510370576,-0.01656867985034749,-0.003535840565734527,0.0010687566797291659,0.0,-0.01287499999999997,0.014173228346456623,-0.01033662449211592,,0.01889433170048993,0.02817437654673527,0.03608292898103227,,-0.015151515151515249,0.008173053394019636,-0.015909090909090873,-0.005235602094240788,0.013306038894575378,0.0,0.04711538461538467,-0.030339539978094243,0.0007507507507509281,0.021194605009633882,0.004765213938250801,-0.0006968641114981633,-0.01935483870967747,0.00959232613908867,-0.037508846426043796,-0.013846153846153841,0.04752985249356123,-0.02417825537294571,0.03654223968565806,0.0018341892883344535,0.020930232558139528,0.012968681076312327,-0.008681925808997515,0.0,0.016303197120474344,-0.0010863661053776008,0.0019475920679885572,0.011791555724610214,0.02083333333333326,0.022272727272727222,0.04613978985838285,-0.00024193548387108077,0.024653674571495587
2013-01-06,0.0012484394506866447,0.0,0.03213995117982105,-0.024806201550387597,-0.0035310734463277482,0.004719207173194961,-0.004696673189823808,0.02149393487976159,0.04482758620689653,,0.05789473684210522,-0.03841059602649011,-0.03997655334114891,-0.002336448598130869,-0.03748828491096534,-0.0035351303579319593,-0.010503040353786464,-0.05040358744394624,-0.04239999999999999,0.0,0.0,-0.013012361743656498,-0.006211180124223725,-0.005671641791044846,-0.03531975651912522,-0.037333818976507005,0.03797996661101832,0.0,0.027972027972027913,-0.01303538175046548,-0.024844720496894457,-0.025974025974025983,-0.014782608695652066,-0.01903225806451614,-0.03202846975088969,0.0,-0.037735849056603765,-0.020186335403726607,-0.02676026377366514,,0.019917582417582347,-0.013145713756711808,0.02282016348773852,,0.020000000000000018,-0.029045307443365753,0.006928406466512715,-0.018663680477790212,0.025252525252525304,0.06098260370865982,0.0009182736455464191,-0.037162543770473344,-0.009752438109527417,-0.058396226415094454,-0.011066100187728467,-0.024581589958159067,0.013157894736842035,-0.010688836104512989,-0.007352941176470673,-0.03354134165366607,0.031291908806437174,-0.026963562753036463,-0.021986353297952954,0.0,-0.0205011389521641,-0.02165708645416009,0.04033970276008492,-0.016666666666666496,0.0,-0.00815660685154973,0.004947870648524644,-0.02932330827067675,0.0,-0.04490884837705644,-0.029694323144104806,-0.03960635637654264,-0.010311640696608726
2013-01-07,-0.0037406483790523026,0.0,0.033898305084745894,-0.014308426073131986,-0.030474840538625148,-0.02771254109910759,-0.0023594180102242124,-0.004166666666666652,0.006402640264026482,,0.014096185737976663,0.0261707988980715,0.019416290145316983,0.004683840749414525,0.03213242453748788,0.0011086474501107446,-0.022346368715083886,0.005902908953532293,0.037315510999721635,0.008823529411764675,-0.007092198581560294,-0.003295978905734964,0.010999999999999899,-0.0057415190633444135,0.020331853236737585,-0.014093832765796344,-0.01125854443104135,-0.014084507042253502,-0.017384731670446074,0.0,0.01273885350318471,-0.00157407407407395,0.011694616063548047,0.002301874383426661,0.0352941176470587,0.0,0.019871035662587078,0.0,0.028370344465815878,,-0.03434343434343434,-0.0037523452157598447,0.03996003996003994,0.043289473684210655,0.025641025641025772,0.018248479293392128,0.0183486238532109,0.03837961201977924,0.039408866995073843,-0.06468468468468469,0.04036697247706433,0.01959174096668237,-0.012878787878788045,0.0021039975954313395,0.033869517434309326,0.036461126005362,-0.022857142857142798,0.03241296518607428,0.019629629629629664,-0.030669895076674725,0.00021673168617253324,0.001913955230090858,-0.010852713178294615,0.0,-0.03953488372093017,-0.0029673590504450953,0.0,-0.028813559322034,0.03750000000000009,0.0,0.03991559697555824,0.0,-0.04326530612244894,-0.008379888268156499,-0.0009000900090009312,0.024693431883084038,-0.015744385274369055
2013-01-08,0.0500625782227786,0.0,0.03888677087304604,0.00967741935483879,-0.0014619883040933868,-0.009661835748792313,-0.0007883326763894472,-0.00010460251046040536,0.021250081983340996,-0.03105590062111796,-0.013627691469065062,-0.026174496644295275,0.014614278869190311,-0.002331002331002363,-0.028301886792452935,0.0,-0.00742857142857134,0.03234589925355613,-0.009798657718120829,-0.02818270165208936,0.0007142857142856673,-0.020502645502645467,-0.010880316518298683,0.019041328552557246,0.011452130096197832,0.01698167514151394,-0.02399349328995537,-0.028571428571428692,-0.014615384615384475,0.0033962264150941834,0.004192872117400492,0.0,-0.007633587786259555,-0.015748031496062964,0.0021306818181818787,-0.0003503854239662596,0.003870967741935516,0.0,-0.0010626992561105775,0.0,-0.028242677824267814,0.003389830508474523,0.039985590778097935,0.015260436372808606,-0.010294117647058787,0.013895253682487674,0.003153153153153232,-0.007289644309315224,0.0028436018957345155,-0.0048160277403197504,0.002645502645502562,0.012196525140950376,0.013046815042210502,-0.00019996000799837876,-0.006571318129107051,0.025866528711846914,-0.009835194045720419,0.0,0.03668725027243003,0.030807660283097338,-0.026435536294691198,0.021594684385382035,0.051724137931034475,0.0,-0.01210653753026647,-0.014583333333333393,0.0,-0.020942408376963373,-0.002008032128514192,-0.0027412280701754055,0.0399053094352384,-0.008133230054221507,0.00021331058020468419,-0.020187793427229983,-0.009009009009009028,0.016393442622950838,-0.03387438249823571
2013-01-09,-0.04886769964243154,0.0,-0.012844036697247652,0.0031948881789136685,0.009516837481698293,-0.009756097560975507,0.00039447731755437587,0.012553614394811285,0.0,-0.019230769230769162,-0.03288201160541593,-0.012405237767057264,0.008854781582054327,-0.028037383177570208,-0.004854368932038722,0.0,-0.0011514104778355128,-0.03128694861300585,0.008540056933712847,0.004999999999999893,-0.029264810849393363,0.03578663065496279,0.0,0.004648234226559689,0.0024154589371980784,-0.004716981132075304,-0.012499999999999956,0.057352941176470607,-0.00858704137392674,0.008273787138021849,0.018789144050104234,0.0,-0.01098901098901095,-0.0040000000000000036,0.00425230333097093,0.0,-0.007712082262210762,-0.033280507131537296,-0.0010212765957445802,0.0,0.01506996770721214,0.015390390390390474,-0.0070430666204827075,0.009316770186335477,-0.017830609212481363,0.024956012203586786,-0.02155365963179179,0.016568265682656902,-0.01984877126654061,-0.0005807200929152101,-0.0316622691292876,-0.0007957258156189306,-0.008333333333333304,0.0005999999999999339,0.0007782101167315147,-0.02521432173474536,0.023489932885906173,-0.0004651162790696439,-0.03644008409250177,0.04200323101777048,-0.036278655686623695,0.02373983739837393,0.013412816691505292,0.0,0.00490196078431393,0.04146783449109037,-0.041326530612244894,-0.0017825311942959443,0.006036217303823088,0.0,0.02349593495934954,0.0,0.011729579867775675,0.012937230474364902,0.0,0.014516129032257963,-0.009009009009009028
2013-01-13,-0.01754385964912286,0.0,-0.04498141263940514,-0.0493630573248407,-0.026105873821610004,0.004433497536945774,-0.020504731861198833,0.0008265316664943789,0.0,-0.009150326797385588,-0.020000000000000018,-0.004187020237264472,-0.01345816266822708,0.009615384615384581,-0.014634146341463428,0.17386489479512757,-0.020172910662824117,0.03276687634963871,-0.014919354838709653,-0.01492537313432829,-0.008088235294117507,0.016949152542372836,0.0,-0.00457142857142856,-0.0474397590361445,-0.03270142180094804,-0.0016877637130802148,0.016689847009735637,-0.03149606299212593,0.02834763148079067,-0.0038934426229507713,0.0,-0.017555555555555657,-0.038487282463186,-0.03987297106563159,0.0,0.007383419689119153,-0.023114754098360613,-0.020276026580337447,-0.03984575835475579,0.0014139271827500188,-0.020332717190388205,-0.030542635658914796,0.021538461538461506,-0.031013615733736843,0.020552799433026347,-0.03166590178981177,3.629895821988249e-05,-0.027965284474445573,-0.0023242300987799114,0.006357856494096259,0.009101251422070522,-0.004583651642475317,0.00279832100739541,-0.02750777604976673,-0.042421107087428855,-0.01639344262295095,-0.06910190786412285,0.018181818181818077,0.027131782945736482,-0.006928406466512715,0.020012706480304843,-0.01727941176470582,0.0,-0.024390243902439157,0.0265928138503031,0.0,-0.008928571428571286,0.014999999999999902,0.0,0.017555008340614853,0.0,0.0,-0.0066225165562913135,0.00454545454545463,0.01740858505564402,-0.014742014742014753
2013-01-14,-0.0357142857142857,-0.00023023791250964543,-0.034254573764110674,-0.045226130653266416,0.0007446016381236209,0.004413928396272748,-0.03341384863123997,-0.019407453287911713,0.0,-0.013192612137203241,0.005830903790087438,0.0007007708479327412,0.005931198102016699,-0.023809523809523836,-0.00990099009900991,0.05849056603773595,-0.01176470588235301,-0.0050000000000001155,-0.010779096738982141,-0.013131313131313105,0.008154188287620379,-0.06730769230769229,0.00012500000000015277,-0.00905522017703042,-0.04063241106719373,-0.02988731014208712,0.020287404902789463,0.0259917920656636,-0.0024390243902439046,0.009430540442510127,0.041760954536103734,0.0,0.011083465279348559,-0.020187956839540666,-0.01065784638000733,0.08307045215562558,0.0037289443230035246,0.0,0.0,0.0,0.006000705965407693,-0.03358490566037742,-0.016472093395170306,-0.030120481927710774,-0.007025761124121677,0.0037191358024692978,0.036018957345971714,0.003303085299455555,-0.022817460317460236,-0.0005824111822946287,-0.0072202166064981865,0.046223224351747305,-0.01074443591711427,0.0021925453458242483,0.02898550724637694,-0.005222402305060325,0.016800000000000148,0.0247438140464884,0.0,-0.044528301886792576,0.0023255813953488857,0.03807225163500472,-0.00972689861578746,0.0,-0.022499999999999964,-0.022542372881355965,0.0,-0.018018018018018056,0.0049261083743843415,0.0,0.015846994535519077,0.0,-0.018338954468802626,-0.010476190476190417,-0.004072398190045234,0.04312836940385956,-0.0017456359102244745
2013-01-15,-0.00793650793650802,0.0,0.047158403869407506,0.0052631578947368585,0.0,-0.0087890625,0.005830903790087438,-0.06253289819981045,0.0,0.04278074866310155,-0.01449275362318836,-0.0028011204481791507,-0.0318396226415093,-0.004878048780487809,0.06000000000000005,-0.03743315508021383,0.011904761904761862,-0.03832800365463662,-0.015034482758620737,0.06448311156601827,-0.013970588235293957,-0.0006872852233678062,-0.0001249843769529635,0.0007287948722740634,0.0,-0.00020202020202031434,0.04598177299088646,-0.048000000000000154,0.0024449877750611915,0.0014372978799856995,-0.010663507109004655,0.0,0.006599552572706946,-0.031616341030195394,-0.006686478454680511,-0.029126213592232997,-0.008455034588777832,0.0,-0.010869565217391242,0.0,0.0,-0.016009371339320566,0.031056910569105645,-0.006211180124223614,-0.03930817610062898,-0.02369274765148144,0.006861848124428249,0.002279222893527777,-0.025380710659898442,-0.0013597513597513045,-0.0009090909090908594,0.02359913793103452,0.00465477114041879,0.004574383452665032,-0.027294803302574167,-0.006154960173787027,-0.031602412798321544,-0.012195121951219412,0.010000000000000009,-0.033175355450236865,0.01345707656612527,0.03360084002100061,-0.000755572346052169,0.0,0.0,-0.0029478064851742314,0.0,-0.0018348623853210455,-0.019607843137254832,0.00027487630566236376,0.0023822331514640194,-0.00663803201874269,0.06184238780330675,0.05582290664100098,0.010449795547478491,-0.003819938581379523,0.04671496377716733
2013-01-16,-0.010666666666666713,-0.0009211637368542469,0.0,0.03839441535776622,0.0,0.004926108374384119,0.0041407867494824835,0.03874227961819199,0.0,-0.04679487179487185,0.01764705882352935,0.001404494382022392,0.004263093788063221,0.026960784313725616,-0.01132075471698113,-0.0037037037037037646,-0.02941176470588236,0.04014061089734455,0.01820473323063987,-0.054807692307692335,0.04399701715137949,-0.015818431911966968,-0.012500000000000067,0.0027636689572752005,0.0,-0.040210143463325854,0.03722772277227704,0.019607843137254832,-0.06666666666666665,0.0007176175098673188,0.001996007984031767,-0.0008346471297412394,0.008000888987665267,-0.0007336757153336704,0.0,0.0,-0.0174418604651162,0.0,0.0,0.0,-0.04456140350877191,0.030753968253968367,0.006426431162277257,0.037374999999999936,-0.01800327332242213,0.011023622047243942,-0.009541117673784627,0.015196361536240266,0.0708333333333333,0.0,-0.008189262966333044,0.03010843246657524,-0.005405405405405461,0.01960007919223905,-0.020071899340922683,-0.005282331511839766,0.018957345971563955,0.0,-0.034653465346534684,-0.03594771241830075,-0.013278388278388231,0.038023365503228934,-0.03251417769376175,0.0,0.023017902813299074,0.0431014492753623,0.0,0.045955882352941124,-0.02300000000000002,0.04369332234130252,0.002759889604415644,0.0,-0.039433771486349745,-0.006836827711941718,0.02742805755395672,0.05263157894736836,0.009785202863961784
